FileName	Finglish	Persian
common_voice_fa_18208055.mp3	kari be kar ha ye agha ye hosini nadashte bash.	کاری به کار اقای حسینی نداشته باشین
common_voice_fa_18208056.mp3	midooni amnzouram chie?	ميدوني منظورم چيه ؟
common_voice_fa_18208057.mp3	be man ke kheili khosh gozasht.	به من که خيلي خوش گذشت
common_voice_fa_18208058.mp3	mikhahad estefade konad?	مي خواد استفاده کنه ؟
common_voice_fa_18208059.mp3	agar taze vared bashad ya tanh kase ebraz nashode bashad ya faghat dast o pache bashad, in ha tafavot e ziadi dar nahve ye ebraz e eydeh ash eijad mikonad.	اگر کسی تازهوارد باشد یا تنها کس ابراز نشده باشد، یا فقط دست و پاچه باشد، اینها تفاوت زیادی در نحوه ابراز ایدهاش ایجاد خواهند کرد
common_voice_fa_18208060.mp3	zalil namiri parvane, fekr konam behesh bar khord.	ذلیل نمیری پروانه فکر کنم بهش بر خورد.
common_voice_fa_18208061.mp3	in kheily hayajan angiz ast.	اين خيلي هيجان انگيزه
common_voice_fa_18208062.mp3	vaghti bargashtim hodoud e saat e noh e shab boud.	وقتی برگشتیم حدودا ساعتای نه شب بود
common_voice_fa_18208063.mp3	to panj sal inja boudi.	تو پنج سال اينجا بودي
common_voice_fa_18208064.mp3	mardom khashmnak hastand.	مردم خشمناک هستند
common_voice_fa_18208065.mp3	omadin hasan ra nejat dehid.	اومدین حسن رو نجات بدین؟
common_voice_fa_18208066.mp3	chera inghadr toulesh dadid?	چرا اينقدر طولش دادي ؟
common_voice_fa_18208067.mp3	chon mahsa kharchang e to ast.	چون مهسا خرچنگ تو هست
common_voice_fa_18208068.mp3	man ba dam pezeshk harf zadam.	من با دامپزشک حرف زدم
common_voice_fa_18208069.mp3	be hamin elat unisrf va hamkaran aan ba khat ash dar hal rah andazi e yek ebtekar jahani hastand.	به همین علت یونیسف و همکاران عام و خاصش در حال راه اندازی یک ابتکار جهانی هستند
common_voice_fa_18208070.mp3	ey kash majbour naboudam beram.	اي کاش مجبور نبودم برم
common_voice_fa_18208071.mp3	akhiran moze sakhtgiranei alayhe zendan haye khosusi dar amrica dashtam va cheghadr ham be ja boud.	اخیراً موضع سختگیرانهای علیه زندانهای خصوصی در آمریکا داشتند و چقدر هم بجا بود
common_voice_fa_18208072.mp3	ghomash az divar e khane ha sourakh ijad kardand ke dar hangam e sakhti be dad ham beresand ke in ghahti begzarad.	قومش ازدیوار خانه ها سوراخ ایجاد کردندکه درهنگام سختی به داد هم برسند که این قحطی بگذرد
common_voice_fa_18208073.mp3	teflak madar bozorgam.	طفلک مادربزرگم
common_voice_fa_18208074.mp3	doust e madar shohar, to ke gofti kasi bemirad man gerye nemikonam.	دوست مادرشوهر:تو که میگفتی یکی بمیره من گریه نمیکنم؟
common_voice_fa_18208075.mp3	khodaya saye ye pedar va madar rou ye sar e hame javan ha bashad.	خدایا سایه پدرو مادر روسر همه جوونا باشه
common_voice_fa_18208076.mp3	sharmande am bara ye fekr haei ke dar moredat karadm.	شرمنده ام واسه فکرایی که درموردت کردم
common_voice_fa_18208077.mp3	mah ramezan tamam shod va emrouz eyd e fetr ast.	ماه رمضون تموم شد و امروز عید فطره
common_voice_fa_18208078.mp3	shayad tou halt e khobi nabashad, lebas ash kam bashad.	شاید تو حالت خوبی نباشه لباسش کم باشه؟
common_voice_fa_18208079.mp3	ama lazem ast ester ha ra bebakhshim.	اما لازم است هیپسترها را ببخشیم
common_voice_fa_18208080.mp3	kash mishod yekishan ra pish e khodam negah daram.	کاش می شد یکیشون پیش خودم نگه دارم
common_voice_fa_18208081.mp3	mavad e mored e niaz bara ye sakht e mark e posht e yaghe ye lebas.	مواد مورد نیاز برای ساخت مارک پشت یقه لباس
common_voice_fa_18208082.mp3	digar nimishe az agha chizi khast ke.	دیگه نمیشه از آقاچیزی خواست که
common_voice_fa_18208083.mp3	in bishe iy az ney va kezaran ast.	این بیشهای از نی و خیزران است
common_voice_fa_18208084.mp3	az mehman dari kenar bekesham.	از مهمونداري کنار بکشم
common_voice_fa_18208085.mp3	in ja hayat e moshraef darad, moazab mishe oon jori.	اینجا حیاطه مشرف داره معذب می شم اونجوری.
common_voice_fa_18208086.mp3	vase halouvin mikhaham maghnae sabz ba chador sar konam ba batoom beram biroun.	واسه هالوین میخوام مقنعه سبز و چادر سر کنم با باتوم برم بیرون
common_voice_fa_18208087.mp3	mitarsam ke shoke beshin.	مي ترسيدم که شوکه بشين
common_voice_fa_18208088.mp3	sigar bekeshi mamnoo mikonam.	سيگار بکشي ممنوع ميکنم
common_voice_fa_18208089.mp3	key in rouz ha tamoom mishe khoda?	کی این روزا تموم میشه خدا؟
common_voice_fa_18208090.mp3	shayad keylihatoon ham shekast ra tajrobe kardeid va amdeidinja ke aram shavid.	شاید خیلیاتونم شکستشو تجربه کردین واومدین اینجا که یه جورایی اروم بشین
common_voice_fa_18208091.mp3	ta ghabl e in ke hame chiz kharab beshe behtare ke ye fekr e aaghelne bokonid.	تا قبل اینکه همه چیز خراب بشه بهتره یه فکر عاقلانه بکنیم.
common_voice_fa_18208092.mp3	walkman e man ra ham pas bede.	!واکمن من رو هم پس بده
common_voice_fa_18208093.mp3	enghadr ke az nejabat va sherafatesh harf zad.	انقدر که از نجابت و شرافتش حرفه
common_voice_fa_18208094.mp3	rastesh hich sali sabeghe nadashte ast man zood tar az aayam e emtehant dars bekhounam va jaelb injast ba lezat dars mikhondam va jazab tarin khordad ra tajrobe kardam.	راستش هیچ سالی سابقه نداشته من زودتر از ایام امتحانات درس بخونم و جالب اینجاست با لذتم درس میخوندم و جذابترین خرداد رو تجربه کردم
common_voice_fa_18208095.mp3	ghazie bara ye chnd mah ghabl ast.	قضيه براي چندماه قبله
common_voice_fa_18208096.mp3	be man begid agar chizi khastid vase ye agha sfandiar.	به من بگین اگه چیزی خواستین واسه اقا اسفندیار.
common_voice_fa_18208097.mp3	agar fahmide bood ham khodash ra be oon rah zade bood.	اگه هم فهمیده بود خودش را به اون راه زده بود!
common_voice_fa_18208098.mp3	final e lig e ghahramanan asia ba ghatl eyek estghlai payan yaft.	فینال لیگ قهرمانان آسیا با قتل یک استقلالی پایان یافت
common_voice_fa_18208099.mp3	vaghean rast ast ke migouyand paeiz yek dafe miayad.	واقعا راسته که میگن پاییز یه دفه میاد
common_voice_fa_18208100.mp3	oonja ha kasi ra nemibini ke ketab dastash bashad.	اون جاها،کسی رو نمیبینی که تو دستش کتاب نباشه
common_voice_fa_18208101.mp3	va kheily ha madar shdand vaghti hanouz khdeshan bache boodand.	و خیلیها مادر شدند وقتی خودشان هنوز بچه بودند
common_voice_fa_18208102.mp3	yek mashin e vaghei begir.	! يه ماشين واقعي بگير
common_voice_fa_18208103.mp3	bad ye hfte didam kheily sakht e tasmim gereftam falj besham	بعد یه هفته دیدم خیلی سخته تصمیم گرفتم فلج شم
common_voice_fa_18208114.mp3	ba majid bara ye shekaf rafte boudam afrigha.	با مجید برا شکار رفته بودم افریقا
common_voice_fa_18208115.mp3	chnd rouz e resiadan azar khanoum?	چند روزه رسیدن اذر خانم؟
common_voice_fa_18208116.mp3	dige ba man harf nemizanad.	وقتي با من حرف نمي زنه
common_voice_fa_18208117.mp3	mamlov az giahan va heyvanat mibashad.	مملو از گیاهان و حیواناتی می باشد
common_voice_fa_18208118.mp3	tou kelaseman faza ye kheily khobi boud, taghriban hame baham rahat boodim.	تو کلاسمون فضای خیلی خوبی بود تقریبا همه با هم راحت بودیم
common_voice_fa_18208119.mp3	gholei az tamam maharat haei ke dar tool e sal ha be dast avarde boodam.	قلهای از تمام مهارتهایی که در طول سالها بدست آورده بودم
common_voice_fa_18208120.mp3	khob inam ghahve khane ast.	.خوب ، اينم قهوه خونست
common_voice_fa_18208121.mp3	pesaram masiha rang ha ye mokhtalef e lebas darad.	پسرم مسیحا رنگهای مختلف لباس دارد
common_voice_fa_18208122.mp3	mibinid ba in ke dastesh roo shode ama baz ham mikhahad gooletoon beezanad,man agar ja ye babash boodam dar dam mikoshdamash.	می بینید؟ با اینکه دستش رو شده اما باز هم می خواد گولتون بزنه. من اگه جای باباش باشم در دم می کشتمش.
common_voice_fa_18208123.mp3	ma bayad gol mizadim.	ما باید گل میزدیم
common_voice_fa_18208124.mp3	ma az oon mohavezat mikonim.	ما ازاون محافظت ميکنيم
common_voice_fa_18208125.mp3	to kee hasti kee to ra ferestade?	تو کی هستی؟ کی تو رو فرستاده؟
common_voice_fa_18208126.mp3	yek kif ham dast migiram.	يه کيف هم دست مي گيره-
common_voice_fa_18208127.mp3	nabayad oon loghat ra be zaban miavordam.	نباید اون لغت به زبون میاوردم
common_voice_fa_18208128.mp3	sahebam in ghalade ra barayam dorost kard.	صاحبم این قلاده رو برام درست کرد
common_voice_fa_18208129.mp3	oon zan yek joor haei lokht ast.	اون زنه يه جورايي لخته
common_voice_fa_18208130.mp3	aan ha asheghe e chips hastand , khande, koneshgar ha ashegh e pool hastand.	آنها عاشق چپپس هستند! (خنده) کنشگرها عاشق پول هستند
common_voice_fa_18208131.mp3	ma mard ha ye aali naboudim.	.ما مردهاي عالي نبوديم
common_voice_fa_18208132.mp3	azatoun delkhoram moones khanoum.	ازتون دلخورم مونس خانم!
common_voice_fa_18208133.mp3	oghat e khoshi dastte bashid.	اوقات خوشي داشته باشي
common_voice_fa_18208134.mp3	chon vaghti bahash harf zadam.	چون وقتي باهاش حرف زدم
common_voice_fa_18208135.mp3	hala yek bar ham ma oomadim.	حالا يه بارم ما اومديم
common_voice_fa_18208136.mp3	va dar hali ke khoonam be joosh amdae bood ba eteraz goftam.	و در حالی که خونم به جوش امده بود با اعتراض گفتم
common_voice_fa_18208137.mp3	haman tor ke molaheze mikonid kheili zaman bar bood.	همانطور که ملاحظه میکنید، خیلی زمانبر بود
common_voice_fa_18208138.mp3	yeki yeki harf bezanid bebinam chi migid.	یکی یکی حرف بزنین ببینم چی میگین
common_voice_fa_18208139.mp3	aya vaghean hamlshode ast?	آیا واقعاً حمل شده است؟»
common_voice_fa_18208140.mp3	be sorat yek zarf e por az ghaza bara ye moosh mibord kheili khob hala begou zood bash.	به سرعت یک ظرف پر از غذا برای موش می برد خیلی خوب حالا بگو. زود باش.
common_voice_fa_18208141.mp3	man kashef e sarzamin ha ye door oftade hastam.	من کاشف سرزمینای دور افتاده هستم
common_voice_fa_18208142.mp3	jadid ast rabete bargharar konim.	جديدت رابطه برقرار کني
common_voice_fa_18208143.mp3	yek lahze gooshi ra negah dar.	يه لحظه گوشي رو نگهدار
common_voice_fa_18208144.mp3	farar kon hamid, farar kon.	فرار کن حمید، فرار کن
common_voice_fa_18208145.mp3	man orze ye in kar ra nadaram.	من عرضه اين کارو ندارم
common_voice_fa_18208146.mp3	pedar moush ha dorost ast biroonan adam nistand, amaa daroonan bashar hastand.	پدر موشا درسته بیروناً آدم نیستن اما درونن بشر هستن.
common_voice_fa_18208147.mp3	shekam e zan e hamele mesl e tabl ast.	شکم زن حامله مثل طبله
common_voice_fa_18208148.mp3	va in etefagh na faght vaghti bi adabi ra tajrobe mikonim ya shahed e aan hastim rokh midahad.	و این اتفاق نه فقط وقتی بیادبی را تجربه میکنیم یا شاهد آن هستیم رخ میدهد
common_voice_fa_18208154.mp3	chie etare ye donbale dar.	چيه ستاره دنباله دار؟
common_voice_fa_18208155.mp3	kashki vaghti ke mirafti dastat ra gerefte boodam.	کاشکی وقتی که میرفتی دستتو گرفته بودم
common_voice_fa_18208156.mp3	khatab be moosh: mibini che zendegi bara ye man dorost kardi, daste golie ke khodat aab dadi, hala bia jamaash kon.	خطاب به موش می بینی چه زندگی برامون درست کردی؟ دسته گلیه که خودت به آب دادی حالا بیا جمعش کن.
common_voice_fa_18208157.mp3	vaay sham aali bood, merci.	واي شام عالي بود مرسي
common_voice_fa_18208158.mp3	hey, berim sham bokhorim?	هي ، بريم شام بخوريم ؟
common_voice_fa_18208159.mp3	spani, porteghl, marakesh.	اسپانیا، پرتغال، مراکش
common_voice_fa_18208164.mp3	dolat faghat ba dar aamad e do se sale ash az mahal e varedat e khodro mitavanest kar khanei be bozorgi va moderni e neissan ra be iran biavarad.	دولت فقط با درآمد دو سه سالش از محل واردات خودرو ميتونست كارخانه اى به بزرگي و مدرني نيسان رو به ايران بياره
common_voice_fa_18208166.mp3	ya in ke biaiam on ja.	.يا اينکه بيام اونجا
common_voice_fa_18208167.mp3	bebin, man ziad vagth nadaram.	ببين من زياد وقت ندارم
common_voice_fa_18208168.mp3	dorost mikonam, khordan dare.	درست می کنه، خوردن داره
common_voice_fa_18208169.mp3	hanouz chnd satri na neveshte boodam ke yeki az rofagha ye zendan jeloyam sabza shod, kenar takht neshast.	هنوز چند سطری ننوشته بودم که، یکی از رفقای زندان جلوم سبز شد، کنار تخت نشست
common_voice_fa_18208170.mp3	in be haghi ra nemidehad.	اين به تو حقي رو نميده
common_voice_fa_18208171.mp3	be in goone afrad pishnahad e shoghli bedahid va aan ha r a tashvigh konid ta aan kar ra bepazirand ta forsat ha ye jadidi be dast avarand.	به اینگونه افراد پیشنهاد شغلی بدهید و آنها را تشویق کنید تا آن کار را بپذیرند تا فرصتهای جدیدی بدست آورند
common_voice_fa_18208172.mp3	sevom taghir e vagheei ye paradaim e tosee ast va yad gereftan az besiari az keshvar ha ye dar hal e tosee, ke kheili saree harekat karde and.	سوم تغییر واقعی پارادایم توسعه است و یاد گرفتن از بسیاری از کشورهای در حال توسعه که خیلی سریع حرکت کردهاند
common_voice_fa_18208173.mp3	vaghti arabi ra dar konkoor manfi zadam, fahmidam ke araab hich chiz natavaneste and be man biamoozand.	وقتی عربی تو کنکور منفی زدم فهمیدم ک اعراب هیچی نتونستن بهم بیاموزند
common_voice_fa_18208174.mp3	ke in ravand ha ye ham gera ye jahani ra be dast midahad.	که این روندهای همگرای جهانی را بدست میدهد
common_voice_fa_18208175.mp3	az oo porsidam: che goone be in jaa residi?	از او پرسیدم چگونه به اینجا رسیدی؟
common_voice_fa_18208176.mp3	ozr mikhaham, khaheshan.	عذر مي خواهم؛ خواهشاً
common_voice_fa_18208177.mp3	mitavanam komak konam az hayatetan rad be shavid.	می تونم کمک کنم از حیاط تون رد بشین
common_voice_fa_18208178.mp3	va ziad dar bare ye mosharekat e modiriat dar massael e aatefi sohbat mikonam.	و زیاد درباره مشارکت مدیریت در مسائل عاطفی صحبت میکنند
common_voice_fa_18208184.mp3	az seda ye khod estefade konid va bavar konid ke mohem ast.	از صدای خود استفاده کنید و باور داشته باشید که مهم است
common_voice_fa_18208185.mp3	albate bayad begooyam dar in ketab taamodi saaei karde am negaheman tehran zade nabashad.	البته باید بگویم در این کتاب تعمدی سعی کردم نگاهمان تهرانزده نباشد
common_voice_fa_18208186.mp3	chesh entezar nbashid hich vaght elhi, be hagh e panj tan.	چشم انتظار نباشین هیچ وقت االهی بحق پنج تن.
common_voice_fa_18208187.mp3	va dar rasta ye tosie ha ye moshaverati mitavanid aan ra bedoon e naam tahvil dahid.	و در راستای توصیههای مشاورتی میتوانید آنرا بدون نام تحویل دهید
common_voice_fa_18208188.mp3	chon to too ye team e man hasti.	چون تو توي تيم من هستي
common_voice_fa_18208204.mp3	shohar jan, nailon e meshki e koochak darim?	شوهرجان:نایلون مشکی کوچیک داریم؟
common_voice_fa_18208205.mp3	az zamani ke tahdid ash kardand va leh ash kardand ta emrooz ke khob darid mibinid.	از زمانی که تهدیدش کردنو لهش کردن تا امروز که خب دارید می بینید
common_voice_fa_18208206.mp3	 dar roozegar e  ghadim, padeshahi sang e bozorgi ra dar jadei gharar dad.	در روزگار قدیم،پادشاهی سنگ بزرگی را در یک جاده ی اصلی قرار داد
common_voice_fa_18208207.mp3	agar tebgh e ghanoon pish beravim.	اگه طبق قانون پيش بريم
common_voice_fa_18208208.mp3	ma tahghighi baraye faregh o tahsilan e madares e kasb va kar ferestadim ke dar sazman ha ye mokhtalef kar mikardand.	ما تحقیقی برای فارغ التحصیلان مدارس کسب و کار فرستادیم که در سازمانهای متفاوت کار میکردند
common_voice_fa_18208214.mp3	migoftand barkhi az eyde ha yam mahdood va na kar amaad ast.	میگفتند برخی از ایدههایم مردود و ناکارآمد است
common_voice_fa_18208215.mp3	chndler mishavad behem komak koni?	چندلر ميشه بهم کمک کني
common_voice_fa_18208216.mp3	hala melli pooshan e dokhtar e valibal e iran dar mian e chehel team e bartar e jahan hastand.	حالا ملی پوشان دختر والیبال ایران در میان چهل تیم برتر جهان هستند
common_voice_fa_18208217.mp3	chera, che etefaghi mi oftad?	چرا، چه اتفاقي ميفته؟
common_voice_fa_18208218.mp3	az khane ye rast sar dar aavardam.	از خونه راس سر درآوردم
common_voice_fa_18208224.mp3	chera cheshm haam bargh nemizanand?	چرا چشمام برق نمي زنه؟
common_voice_fa_18208225.mp3	tavousi dar daasht par ha ye khod ra mikand va door mirikht.	طاووسی در دشت پرهای خود را میکند و دور میریخت
common_voice_fa_18208226.mp3	chand bari vasvase shodam bargardam.	چند باری وسوسه شدم برگردم
common_voice_fa_18208227.mp3	el kaado ye tavalodat chi mikhahad begirad barayat.	ال:کادوی تولدت چی میخواد بگیره برات؟
common_voice_fa_18208228.mp3	avalan mrc az deght e hamegi, saniaan manzoor az chahar nesbat e tolid va karkonan ast.	اولاً مرسي از دقت همگي، ثانياً منظور از ٤ برابر نسبت توليد و كاركنان هست
common_voice_fa_18208239.mp3	saham teye haman dore az bazaar jelo zade ast.	سهام طی همان دوره از بازار جلو زده است
common_voice_fa_18208240.mp3	dastan haei ke emrooz be shoma gofte am nemoone ha ye tasaadofi nistand.	داستانهایی که امروز به شما گفتهام نمونههای تصادفی نیستند
common_voice_fa_18208241.mp3	bihoosh mishavad bache am in ghadr ke bihosele ast va khaste.	بی هوش می شه بچم،انقدر که بی حوصلست و خسته
common_voice_fa_18208242.mp3	aksar e farzandan e malek abdolaah dar in maraasem e aroosi sherkat karde boodand.	اکثر فرزندان ملک عبدالله در این مراسم عروسی شرکت کرده بودند
common_voice_fa_18208243.mp3	hata roo ye tavajoh e ma tassiir migozarad va meghdari az ghodrat e maghz e ma ra migirad.	حتی روی توجه ما تاثیر میگذارد و مقداری از قدرت مغز ما را میگیرد
common_voice_fa_18208249.mp3	yek zan e iraniol aasl tavanest vared e parleman e felorida shavad.	یه زن ایرانی الاصل تونست وارد پارلمان فلوریدا بشه
common_voice_fa_18208250.mp3	chand bari ke zang e  dar e ma ra zade bood va ejaze dadim biayad va beravad poshte bam e khaneshan.	چندباری که زنگ درمون رو زده بود و اجازه دادیم بیاد و بره پشت بوم خونشون
common_voice_fa_18208251.mp3	seda ye zang e dar oo ra be khod miavard.	صدای زنگ در او را به خود می اورد
common_voice_fa_18208252.mp3	man masool e livan ha hastam.	من مسئول ليوان ها هستم
common_voice_fa_18208253.mp3	vahid aan eynaak mal e kiee?	وحید اون عينک مال کيه؟
common_voice_fa_18208255.mp3	chand bar begam dozdi dar kar nist,eshare bemostraah, moshkel aanhjast.	چند بار بگم دزدی در کار نیست اشاره به مستراح مشکل از اونجاست.
common_voice_fa_18208257.mp3	chera man ra aavardid inja?	چرا من رو آوردي اينجا؟
common_voice_fa_18208260.mp3	chetor, chetor taghsir e to ast?	چطور؟ چطور تقصير توئه؟
common_voice_fa_18208262.mp3	pas chera aan harf ra zad?	پس چرا اون حرف رو زد؟-
common_voice_fa_18208263.mp3	khob agar madyoon e aan hastim.	خب اگه مديون اون هستيم
common_voice_fa_18208264.mp3	trump gofte ast bensalman bishtar az man az jenaayat nefrat daarad.	ترامپ گفته بن سلمان بیشتر از من از جنایت نفرت دارد
common_voice_fa_18208265.mp3	bayad saayeman ra bokonim.	بايد سعيمون رو بکنيم؟-
common_voice_fa_18208266.mp3	aan ha makhsoosan dar mord e ayande yesan negaran hastand.	آنها مخصوصاً درمورد آیندهشان نگران هستند
common_voice_fa_18208267.mp3	in harf ha aashnaa be nazar miresad.	این حرفها آشنا به نظر میرسید
common_voice_fa_18208268.mp3	fekr konam oon farar kard.	فکر کنم اون فرار کرد
common_voice_fa_18208269.mp3	vaghti aksi ra jaei montasher mikonid, ghablash khoob baresi ash konid.	وقتی عکسی رو جایی منتشر میکنید قبلش خوب بررسیش کنید
common_voice_fa_18208270.mp3	chi refigh, na man faghat slide misazam.	» «چی؟ رفیق، نه، من فقط اسلاید میسازم
common_voice_fa_18208271.mp3	ma gozareshi ra dar bist keshvar montasher kardim ke dar aan khataa haye amniati ra bayan mokard, va besiari az mozooat e moshkel saz e digar ra.	ما گزارشی را در ۲۰ کشور منتشر کردیم، که در آن خطاهای امنیتی را بیان میکرد و بسیاری از موضوعات مشکل ساز دیگر را
common_voice_fa_18208272.mp3	na na , henry dovomi ast.	نه،نه، هنري دوميش هست
common_voice_fa_18208273.mp3	vali feshar e ziadi room bood.	ولي فشار زيادي روم بود
common_voice_fa_18208274.mp3	cheghadr aroom mishavad goft?	چه قدر آروم ميشه گفت ؟
common_voice_fa_18208275.mp3	chizi ke fekr mikonid vaghti peer shodid mishid?	چیزی که فکر می کنید وقتی پیر شدید میشید
common_voice_fa_18208276.mp3	in naghashi ra ghablan dide am.	اين نقاشي رو قبلا ديدم
common_voice_fa_18208277.mp3	gomesh kardei han? taajobi ham nadarad.	گمش کردی، ها؟ تعجبی هم نداره
common_voice_fa_18208278.mp3	in aparteman e dokhtar ha ast.	!اين آپارتمان دخترهاست
common_voice_fa_18208294.mp3	tasmimaat e khodavand az ghdrat e dark e maa khrej ast, amaa hamishe be sood e ma ast.	تصمیمات خداوند از قدرت درک ما خارج است اما همیشه به سود ما می باشد
common_voice_fa_18208295.mp3	in namayesh e hafte ye baad bood.	اين نمايش هفته بعد بود
common_voice_fa_18208296.mp3	man faghat hang e hafa hayash boodam ke yeho goft:man nemikhaham alaan javabam re bedin, beravid khoob fekr konid, har vaght be natije residid behem begooid.	من فقط هنگ حرفاش بودم که یهوگفت من نمیخوام الان جوابمو بدین برین خوب فک کنین هر وقت به نتیجه رسیدین بهم بگین
common_voice_fa_18208297.mp3	too zendegi ye ma faghat aab va havaa ast ke tagheer mikonad.	تو زندگی ما فقط آب و هواس که تغییر میکنه
common_voice_fa_18208298.mp3	hichi nagoftam.	هیچچی نگفتم
common_voice_fa_18208299.mp3	man va maman har rooz mirim biroon va khosh migzaroonim.	من و مامان هر روز میریم بیرون میگردیم و خوش میگذرونیم
common_voice_fa_18208300.mp3	joei oon ra bezaresh zamin.	جويي ، اونو بزارش زمين
common_voice_fa_18208301.mp3	man mikhaham bishtar bedanam.	من مي خوام بيشتر بدونم
common_voice_fa_18208302.mp3	man ke yek kot napooshidam.	من که يه کت نپوشيدم
common_voice_fa_18208303.mp3	dari kheili sakhtesh mikoni.	!داري خيلي سختش مي کني
common_voice_fa_18208309.mp3	jang e jahani e baadi payani bara ye zamin khahad bood.	جنگ جهانى بعدى پايانى براى زمين خواهد بود
common_voice_fa_18208310.mp3	man goftam moraghebeshan bashi.	من گفتم مراقبشون باشي
common_voice_fa_18208311.mp3	jaaye daghighan?	جای دقیق ان؟
common_voice_fa_18208312.mp3	yad begirin bebinid che joori az pesaresh harf mizanad.	یاد بگیرین، ببینین چجوری از پسرش حرف می زنه.
common_voice_fa_18208313.mp3	neshan e kooh navard e arshad.	نشان کوهنورد ارشد
common_voice_fa_18208324.mp3	dar edame ye mashrooh e sohbat ha yecapitan e team e meli e valleyball banovaan.	"در ادامه مشروح صحبت های کاپیتان تیم ملی والیبال بانوان با خبرنگار ""ورزش سه"" را می خوانید "
common_voice_fa_18208325.mp3	agar gharar bood ghrize aadi shavad, chera zan bara ye shoharash aadi nemishavad.	اگه قرار بود غریزه عادی بشه چرا زن برای شوهرش عادی نمیشه؟
common_voice_fa_18208326.mp3	bayad ayanei motohavel va mokhareb ra pishbini konim agar tafakor e kharej az janbe dashte bashim.	باید آیندهای متحول و مخرب را پیشبینی کنیم اگر تفکر خارج از جعبه داشته باشیم
common_voice_fa_18208327.mp3	bayad beravam ben ra bardaram.	.بايد برم بن رو بردارم
common_voice_fa_18208329.mp3	man dar sandalimam froo raftam va bi sabrane montazer e payan e jalase boodam.	من در صندلیم فرو رفتم، و بیصبرانه منتظر پایان جلسه بودم
common_voice_fa_18208349.mp3	pas betor e kholase dar hal e hazer ma dar se saal tahaghogh e amali e tosee paydar bayad yek khata rasm konim va natije begirim ke be ghol hayeman amal nemikonim.	پس، بطور خلاصه: در حال حاضر، ما در سه سال تحقق عملی اهداف توسعه پایدار باید یک خط رسم کنیم و نتیجه بگیریم که به قولهایمان عمل نمیکنیم،
common_voice_fa_18208350.mp3	boro baba toam, zesht e sht e.	برو بابا توام! زشته! زشته!
common_voice_fa_18208351.mp3	agh in aval e sobhi che doaei re pishnahad midehi behemaan.	اقا این اول صبحی چه دعایی رو پیشنهاد میدی بهمون؟
common_voice_fa_18208352.mp3	oh az oon dar vared nasho.	اوه از اون در وارد نشو
common_voice_fa_18208353.mp3	man chand ta navar ra didam.	من چند تا نوار رو ديدم
common_voice_fa_18208359.mp3	in khane khreghol ade ast.	!اين خونه خارق العادست
common_voice_fa_18208360.mp3	pire mard e bimaar negaran ast shayad digar zende namanad.	پیرمرد بیمار نگران است شاید دیگر زنده نماند
common_voice_fa_18208361.mp3	vali bebinam gonde hastesh?	ولي ببينم ، گنده هستش؟
common_voice_fa_18208362.mp3	dar bangeladesh ma hamkarani darim ke darand dah ha hezar javaan ra dar zamie ye faani amouzesh midahand ta betavanand mecanic e motor ya khdamat e telephon e hamraah shavand.	در بنگلادش، ما همکارانی داریم که دارند دهها هزار جوان را در زمینه فنی آموزش میدهند، تا بتوانند مکانیک موتور، یا خدمات تلفن همراه بشوند
common_voice_fa_18208363.mp3	beshin amee khoadam dar ra baz mikonam.	بشین امنه.خودم در رو باز می کنم.
common_voice_fa_18208369.mp3	baham sharab e sib khordim.	.با هم شراب سيب خورديم
common_voice_fa_18208370.mp3	omran jan va berry ra bebinand ke dar cafe ye holz food ghahve bezanand.	عمرا جان و بری را ببینید که در کافه هولز فود قهوه بزنند
common_voice_fa_18208371.mp3	shabih nist vagheaan yek sag ast.	شبیه نیس، واقعا یه سگه
common_voice_fa_18208372.mp3	chon oon naghsh kheili khoobe.	چون اون نقش خيلي خوبه
common_voice_fa_18208373.mp3	salam refigh hame ash ra nakhor.	سلام، رفیق همشو نخور
common_voice_fa_18208380.mp3	zamani ke dooste man dokonat dar sal e do hezaro yek modir aamel e sherkat e soup e cample shod arzesh e saham e sherkat be tazegi be nesf reside bood.	زمانیکه دوست من دوگ کونانت در سال ۲۰۰۱ مدیرعامل شرکت سوپ کمپل شد، ارزش سهام شرکت به تازگی به نصف رسیده بود
common_voice_fa_18208381.mp3	oon shanzdah saal pish bood.	اون شانزده سال پيش بود
common_voice_fa_18208382.mp3	barname dari gharar nemidi.	برنامه داري قرار نميدي
common_voice_fa_18208383.mp3	na hanooz ham short mipooshan.	نه ، هنوزم شرت مي پوشن
common_voice_fa_18208384.mp3	dar khelal e sohbat hayash, khod ra ba kaaghaz sargarm kardam.	در خلال صحبتهایش خود را با کاغذها سرگرم کردم
common_voice_fa_18208385.mp3	be dardetan ke nemikhorad.	به دردتون که نميخوره-
common_voice_fa_18208386.mp3	fekr konam hich kas be andaze ye man khosh hal e bargashtan e ali nist.	فکر کنم هیچکی اندازه من خوشحال برگشتن علی نیست
common_voice_fa_18208387.mp3	fateme salehi, dokhtaram sre dar paark saei mikard sakhre navardi konad.	فاطمه صالحی: دخترم ساره سعی میکرد توی پارک صخرهنوردی کند
common_voice_fa_18208388.mp3	ba yek morabi va meghdari boodje yek app e jadid tarahi kardand ke be jameeshan komak konad.	با یک مربی و مقداری بودجه، یک اپ جدید طراحی کردند که به جامعهشان کمک میکند
common_voice_fa_18208394.mp3	man vaghean mikhaham begiramash.	من واقعا ميخوام بگيرمش
